Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Daily_Rate,Monthly_Income,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_CurrentRole,Years_Since_Last_Promotion,Years_With_Curr_Manager
22,Yes,Travel_Rarely,Research & Development,8,1,Medical,3,Female,3,1,Laboratory Technician,1,Married,1294,2398,1,Yes,17,3,0,1,3,1,0,0,0
31,No,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,2,Sales Executive,4,Married,196,5468,1,No,14,3,2,13,3,12,7,5,7
51,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,3,3,Manager,3,Married,942,13116,2,No,11,3,0,15,3,2,2,2,2
37,No,Travel_Rarely,Sales,9,2,Marketing,2,Male,2,2,Sales Executive,2,Married,589,4189,1,No,14,3,2,5,3,5,2,0,3
46,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,5,Research Director,4,Divorced,734,19328,7,Yes,17,3,1,24,3,2,1,2,2
36,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,3,3,Healthcare Representative,1,Married,1383,8321,7,Yes,13,3,1,15,3,12,8,5,7
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,3,Male,3,1,Research Scientist,2,Divorced,429,2342,1,Yes,12,3,3,6,2,5,3,2,3
37,No,Travel_Rarely,Human Resources,8,2,Other,3,Male,3,2,Human Resources,2,Divorced,1239,4071,2,No,13,3,0,19,2,10,0,4,7
35,Yes,Travel_Rarely,Sales,27,3,Life Sciences,3,Male,3,2,Sales Executive,4,Single,303,5813,1,Yes,18,3,0,10,3,10,7,7,7
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Male,4,1,Research Scientist,1,Married,867,3143,6,No,19,3,1,14,3,10,8,7,6
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,1181,2044,1,No,11,3,1,5,4,5,3,0,3
39,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,3,Research Director,3,Single,1253,13464,7,No,21,4,0,9,3,4,3,2,2
46,No,Non-Travel,Sales,26,2,Life Sciences,2,Male,2,2,Sales Executive,2,Single,849,7991,8,No,15,3,0,6,3,2,2,2,2
40,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,616,3377,4,No,17,3,1,7,2,4,3,0,2
42,No,Travel_Rarely,Research & Development,13,3,Medical,2,Male,4,2,Healthcare Representative,1,Married,1128,5538,5,No,18,3,2,10,2,0,0,0,0
35,No,Non-Travel,Research & Development,2,2,Medical,2,Male,3,2,Manufacturing Director,4,Divorced,1180,5762,2,No,14,3,1,15,3,7,7,1,7
38,No,Non-Travel,Human Resources,2,3,Human Resources,1,Male,3,1,Human Resources,2,Divorced,1336,2592,5,No,13,3,3,13,3,11,10,3,8
34,Yes,Travel_Frequently,Research & Development,9,4,Life Sciences,4,Male,3,2,Laboratory Technician,1,Married,234,5346,4,No,17,3,1,11,2,7,1,0,7
37,Yes,Travel_Rarely,Research & Development,10,4,Medical,4,Male,3,2,Manufacturing Director,1,Single,370,4213,1,No,15,3,0,10,1,10,3,0,8
39,No,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,3,2,Sales Executive,4,Divorced,766,4127,2,No,18,3,1,7,3,2,1,2,2
43,No,Non-Travel,Research & Development,9,3,Life Sciences,1,Male,3,1,Research Scientist,3,Single,343,2438,4,No,13,3,0,7,2,3,2,1,2
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Male,4,2,Healthcare Representative,2,Single,447,6870,3,No,12,3,0,11,1,3,2,1,2
41,No,Travel_Rarely,Sales,4,1,Marketing,3,Female,3,3,Sales Executive,3,Divorced,796,10447,0,Yes,13,3,1,23,4,22,14,13,5
30,No,Travel_Rarely,Research & Development,10,3,Medical,1,Female,3,3,Manufacturing Director,3,Single,1092,9667,9,No,14,3,0,9,3,7,7,0,2
26,Yes,Travel_Rarely,Human Resources,20,2,Medical,4,Female,3,1,Human Resources,2,Married,920,2148,0,Yes,11,3,0,6,3,5,1,1,4
46,Yes,Travel_Rarely,Research & Development,21,2,Medical,4,Female,3,2,Healthcare Representative,2,Married,261,8926,4,No,22,4,1,13,4,9,7,3,7
40,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,2,Healthcare Representative,4,Divorced,1194,6513,4,No,17,3,1,12,3,5,3,0,3
34,No,Travel_Rarely,Sales,8,2,Technical Degree,2,Male,4,2,Sales Executive,3,Married,810,6799,1,No,21,4,2,10,3,10,8,4,8
58,No,Non-Travel,Sales,2,3,Medical,2,Male,3,4,Manager,2,Divorced,350,16291,4,No,22,4,1,37,2,16,9,14,14
35,No,Travel_Rarely,Research & Development,23,4,Medical,2,Male,1,1,Laboratory Technician,3,Married,185,2705,0,No,16,3,1,6,4,5,4,0,3
47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,3,Manufacturing Director,2,Divorced,1001,10333,8,Yes,12,3,1,28,3,22,11,14,10
40,No,Travel_Rarely,Research & Development,12,3,Life Sciences,2,Female,3,2,Healthcare Representative,1,Divorced,750,4448,2,No,12,3,1,15,3,7,4,7,7
54,No,Travel_Rarely,Research & Development,7,4,Medical,4,Female,3,2,Research Scientist,4,Married,431,6854,4,No,15,3,1,14,2,7,1,1,7
31,No,Travel_Frequently,Sales,7,4,Marketing,1,Female,3,3,Sales Executive,1,Married,1125,9637,2,No,14,3,2,9,3,3,2,2,2
28,No,Travel_Rarely,Research & Development,1,3,Medical,3,Female,3,1,Research Scientist,1,Married,1217,3591,1,No,25,4,1,3,3,3,2,1,2
38,No,Travel_Rarely,Sales,2,4,Marketing,2,Female,1,2,Sales Representative,4,Married,723,5405,2,Yes,20,4,2,20,2,4,2,0,3
26,No,Travel_Rarely,Sales,10,3,Medical,3,Male,3,2,Sales Executive,4,Single,572,4684,1,No,13,3,0,5,3,5,3,1,2
58,No,Travel_Frequently,Research & Development,15,4,Life Sciences,1,Male,3,4,Research Director,3,Married,1216,15787,2,Yes,14,3,0,23,3,2,2,2,2
18,No,Non-Travel,Research & Development,14,3,Medical,2,Female,3,1,Research Scientist,3,Single,1431,1514,1,No,16,3,0,0,1,0,0,0,0
31,Yes,Travel_Rarely,Human Resources,18,5,Human Resources,4,Male,4,1,Human Resources,1,Married,359,2956,0,No,17,3,0,2,3,1,0,0,0
29,Yes,Travel_Rarely,Human Resources,13,3,Human Resources,1,Male,2,1,Human Resources,1,Divorced,350,2335,4,Yes,15,3,3,4,3,2,2,2,0
45,No,Non-Travel,Sales,2,4,Life Sciences,3,Female,3,2,Sales Executive,3,Married,589,5154,4,No,22,4,2,10,4,8,7,5,7
36,No,Travel_Rarely,Research & Development,2,4,Other,4,Female,3,2,Research Scientist,2,Married,430,6962,4,Yes,22,4,1,15,3,1,0,0,0
43,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,3,2,Sales Executive,4,Married,1422,5675,1,No,20,4,1,7,3,7,7,7,7
27,No,Travel_Frequently,Research & Development,5,2,Life Sciences,4,Female,3,1,Laboratory Technician,4,Single,1297,2379,0,Yes,14,3,0,6,2,5,4,0,2
29,No,Travel_Frequently,Research & Development,20,1,Medical,4,Male,3,1,Laboratory Technician,4,Married,574,3812,1,No,13,3,0,11,4,11,8,3,10
32,No,Travel_Frequently,Sales,10,4,Marketing,4,Male,3,2,Sales Executive,4,Single,1318,4648,8,No,13,3,0,4,4,0,0,0,0
42,No,Non-Travel,Research & Development,10,4,Technical Degree,3,Male,3,1,Research Scientist,3,Married,355,2936,3,No,22,4,2,10,2,6,3,3,3
47,No,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Female,3,1,Laboratory Technician,3,Single,207,2105,4,No,12,3,0,7,3,2,2,2,0
46,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,3,3,Manufacturing Director,4,Divorced,706,8578,3,No,14,3,1,12,2,9,8,4,7
28,No,Non-Travel,Human Resources,1,2,Life Sciences,3,Male,3,1,Human Resources,4,Divorced,280,2706,1,No,15,3,1,3,3,3,2,2,2
29,No,Travel_Rarely,Research & Development,29,1,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,726,6384,8,No,17,3,2,11,3,7,0,1,6
42,No,Travel_Rarely,Research & Development,8,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Single,1142,3968,4,No,13,3,0,8,3,0,0,0,0
32,Yes,Travel_Rarely,Sales,2,4,Marketing,3,Male,2,2,Sales Executive,2,Single,414,9907,7,Yes,12,3,0,7,2,2,2,2,2
46,No,Travel_Rarely,Sales,3,3,Technical Degree,1,Female,4,4,Sales Executive,1,Divorced,1319,13225,2,No,12,3,1,25,3,19,17,2,8
27,No,Travel_Rarely,Sales,23,1,Medical,2,Female,2,2,Sales Representative,3,Married,728,3540,1,No,21,4,1,9,3,9,8,5,8
29,No,Travel_Rarely,Human Resources,6,1,Medical,4,Male,2,1,Human Resources,2,Married,352,2804,1,No,11,3,0,1,3,1,0,0,0
43,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,5,Manager,3,Married,823,19392,7,No,13,3,0,21,3,16,12,6,14
48,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,2,5,Research Director,2,Married,1224,19665,4,No,12,3,0,29,3,22,10,12,9
29,Yes,Travel_Frequently,Research & Development,24,2,Life Sciences,4,Male,2,1,Research Scientist,4,Single,459,2439,1,Yes,24,4,0,1,2,1,0,1,0
46,Yes,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,3,3,Sales Executive,2,Married,1254,7314,5,No,21,4,3,14,3,8,7,0,7
27,No,Travel_Frequently,Research & Development,15,3,Life Sciences,4,Female,2,1,Research Scientist,1,Married,1131,4774,0,No,19,3,1,8,2,7,6,7,3
39,No,Travel_Rarely,Research & Development,19,4,Other,4,Male,3,2,Research Scientist,4,Divorced,835,3902,8,No,14,3,3,7,3,2,2,2,2
55,No,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,2,1,Research Scientist,4,Married,836,2662,8,No,20,4,1,19,4,5,2,0,4
28,No,Travel_Rarely,Sales,3,3,Medical,2,Female,3,1,Sales Representative,2,Married,1172,2856,1,No,19,3,1,1,3,1,0,0,0
30,Yes,Travel_Rarely,Sales,9,3,Medical,2,Male,3,1,Sales Representative,4,Single,945,1081,1,No,13,3,0,1,2,1,0,0,0
22,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,4,Male,3,1,Research Scientist,2,Single,391,2472,1,Yes,23,4,0,1,3,1,0,0,0
36,No,Travel_Rarely,Sales,10,4,Technical Degree,2,Female,2,2,Sales Executive,3,Married,1266,5673,1,Yes,13,3,1,10,3,10,9,1,7
31,No,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Male,3,2,Laboratory Technician,3,Divorced,311,4197,1,No,11,3,1,10,3,10,8,0,2
34,No,Travel_Rarely,Sales,4,3,Life Sciences,3,Male,3,3,Sales Executive,4,Married,1480,9713,2,Yes,13,3,3,9,3,5,3,1,0
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,592,2062,3,No,14,3,0,11,3,3,2,1,2
37,No,Travel_Rarely,Research & Development,7,4,Medical,4,Male,3,2,Research Scientist,1,Married,783,4284,5,Yes,22,4,1,16,3,5,3,0,4
35,No,Travel_Rarely,Research & Development,16,2,Other,4,Female,2,2,Manufacturing Director,2,Married,219,4788,0,Yes,11,3,0,4,3,3,2,0,2
45,No,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Female,2,2,Manufacturing Director,4,Married,556,5906,0,No,13,3,2,10,2,9,8,3,8
36,No,Travel_Frequently,Human Resources,2,1,Human Resources,2,Male,2,2,Human Resources,4,Single,1213,3886,1,No,21,4,0,10,2,10,1,0,8
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,1137,16823,2,No,11,3,1,22,3,19,7,11,16
26,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Research Scientist,3,Married,482,2933,1,Yes,13,3,1,1,2,1,0,1,0
27,No,Travel_Rarely,Sales,2,2,Medical,1,Female,4,2,Sales Executive,3,Single,511,6500,0,No,14,3,0,9,2,8,7,0,7
48,No,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,4,Manager,4,Divorced,117,17174,3,No,11,3,1,24,3,22,17,4,7
44,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,4,2,Healthcare Representative,1,Married,170,5033,2,No,15,3,1,10,3,2,0,2,2
34,Yes,Non-Travel,Research & Development,16,4,Technical Degree,4,Male,1,1,Research Scientist,1,Married,967,2307,1,Yes,23,4,1,5,3,5,2,3,0
56,Yes,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,1162,2587,1,No,16,3,0,5,3,4,2,1,0
36,No,Travel_Rarely,Sales,17,2,Marketing,3,Male,2,2,Sales Executive,2,Married,335,5507,2,No,16,3,2,12,1,4,2,1,3
41,No,Travel_Rarely,Sales,8,3,Marketing,3,Female,3,2,Sales Executive,2,Married,337,4393,5,No,21,4,1,14,3,5,4,1,4
42,No,Travel_Rarely,Research & Development,6,3,Medical,3,Male,3,3,Research Director,1,Married,1396,13348,9,No,13,3,1,18,4,13,7,5,7
31,No,Travel_Rarely,Sales,10,2,Medical,3,Female,3,2,Sales Executive,4,Divorced,1079,6583,2,Yes,11,3,1,8,3,5,2,1,4
34,No,Travel_Rarely,Sales,3,1,Medical,4,Female,2,2,Sales Executive,4,Married,735,8103,3,Yes,12,3,0,9,2,4,2,0,1
31,No,Travel_Rarely,Research & Development,4,3,Medical,1,Female,4,1,Laboratory Technician,3,Divorced,471,3978,8,No,12,3,1,4,2,2,2,2,2
26,No,Travel_Frequently,Research & Development,6,3,Other,3,Male,4,1,Laboratory Technician,4,Married,1096,2544,0,No,18,3,1,8,3,7,7,7,7
45,No,Travel_Frequently,Research & Development,1,4,Medical,2,Male,3,2,Healthcare Representative,3,Single,1297,5399,4,No,12,3,0,12,3,4,2,0,3
33,No,Travel_Rarely,Sales,10,4,Marketing,2,Male,3,2,Sales Executive,3,Single,217,5487,1,No,14,3,0,10,2,10,4,0,9
28,No,Travel_Frequently,Sales,1,2,Life Sciences,3,Male,2,2,Sales Executive,4,Married,783,6834,1,Yes,12,3,1,7,3,7,7,0,7
29,Yes,Travel_Frequently,Sales,24,3,Technical Degree,3,Male,4,1,Sales Representative,1,Single,746,1091,1,No,17,3,0,1,3,1,0,0,0
39,No,Non-Travel,Sales,21,4,Life Sciences,1,Female,1,2,Sales Executive,3,Married,1251,5736,6,No,19,3,1,10,3,3,2,1,2
27,No,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,3,1,Research Scientist,2,Married,1354,2226,1,No,11,3,1,6,2,5,3,1,2
34,No,Travel_Frequently,Research & Development,22,4,Other,3,Male,2,2,Research Scientist,4,Married,735,5747,1,Yes,15,3,0,16,3,15,10,6,11
28,Yes,Travel_Rarely,Sales,13,2,Marketing,4,Female,3,2,Sales Executive,3,Single,1475,9854,3,Yes,11,3,0,6,3,2,0,2,2
47,No,Non-Travel,Research & Development,14,4,Technical Degree,3,Male,3,2,Research Scientist,2,Married,1169,5467,8,No,18,3,1,16,4,8,7,1,7
56,No,Travel_Rarely,Sales,11,5,Marketing,4,Female,2,2,Sales Executive,1,Married,1443,5380,4,No,16,3,1,6,3,0,0,0,0
39,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,3,2,Manufacturing Director,1,Married,867,5151,1,No,25,4,1,10,3,10,0,7,9
38,No,Travel_Frequently,Research & Development,8,3,Medical,4,Female,2,2,Research Scientist,2,Divorced,1394,2133,1,Yes,16,3,1,20,3,20,11,0,7
58,No,Travel_Rarely,Sales,21,3,Life Sciences,4,Female,3,4,Manager,4,Married,605,17875,4,Yes,13,3,1,29,2,1,0,0,0
32,Yes,Travel_Frequently,Research & Development,5,2,Life Sciences,1,Female,4,1,Research Scientist,3,Single,238,2432,3,Yes,14,3,0,8,3,4,1,0,3
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,1206,4771,2,No,19,3,2,10,4,5,2,0,3
49,No,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Male,3,5,Research Director,4,Married,1064,19161,3,No,15,3,0,28,3,5,4,4,3
42,No,Travel_Rarely,Sales,12,4,Marketing,2,Male,3,2,Sales Executive,4,Divorced,419,5087,3,Yes,12,3,2,14,3,0,0,0,0
27,Yes,Travel_Frequently,Human Resources,22,3,Human Resources,1,Female,2,1,Human Resources,2,Married,1337,2863,1,No,12,3,0,1,3,1,0,0,0
35,No,Travel_Rarely,Sales,18,4,Medical,2,Male,3,2,Sales Executive,1,Married,682,5561,0,No,16,3,1,6,1,5,3,0,4
28,No,Non-Travel,Research & Development,16,3,Medical,3,Male,3,1,Research Scientist,3,Single,1103,2144,1,No,14,3,0,5,2,5,3,1,4
31,No,Non-Travel,Research & Development,3,2,Medical,3,Male,3,1,Research Scientist,1,Divorced,976,3065,1,Yes,13,3,1,4,4,4,2,2,3
36,No,Non-Travel,Research & Development,9,4,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,1351,2810,1,No,22,4,0,5,3,5,4,0,2
34,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,3,3,Sales Executive,4,Single,937,9888,1,No,21,4,0,14,2,14,8,2,1
34,No,Travel_Rarely,Sales,13,4,Medical,4,Male,3,3,Sales Executive,3,Divorced,1239,8628,1,No,18,3,1,9,2,8,7,1,1
26,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,3,1,Laboratory Technician,1,Single,157,2867,0,No,13,3,0,8,2,7,7,7,6
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,2,Healthcare Representative,1,Married,136,5373,0,No,12,3,1,6,2,5,3,0,2
32,No,Non-Travel,Research & Development,15,4,Medical,3,Female,3,2,Healthcare Representative,4,Divorced,1146,6667,5,No,18,3,1,9,3,5,1,1,2
31,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,1,2,Research Scientist,1,Married,1125,5003,1,No,21,4,0,10,3,10,8,8,7
28,Yes,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,2,1,Laboratory Technician,4,Divorced,1404,2367,5,No,12,3,1,6,2,4,1,0,3
38,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,1,Sales Representative,1,Single,1404,2858,4,No,14,3,0,20,2,1,0,0,0
35,No,Travel_Rarely,Sales,7,4,Life Sciences,3,Female,3,2,Sales Executive,4,Married,1224,5204,1,Yes,11,3,0,10,3,10,8,0,9
27,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,2,Sales Executive,4,Single,954,4105,1,No,14,3,0,7,3,7,7,0,7
32,No,Travel_Rarely,Research & Development,5,4,Life Sciences,4,Male,2,2,Manufacturing Director,4,Single,1373,9679,8,No,24,4,0,8,3,1,0,0,0
31,Yes,Travel_Frequently,Sales,26,4,Marketing,1,Male,3,2,Sales Executive,4,Married,754,5617,1,Yes,11,3,0,10,3,10,7,0,8
53,Yes,Travel_Rarely,Sales,24,4,Life Sciences,1,Male,3,3,Sales Executive,1,Single,1168,10448,6,Yes,13,3,0,15,2,2,2,2,2
54,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,3,2,Research Scientist,3,Married,155,2897,3,No,11,3,2,9,2,4,3,2,3
33,No,Travel_Frequently,Research & Development,7,2,Life Sciences,4,Male,3,2,Healthcare Representative,3,Divorced,1303,5968,1,No,20,4,3,9,3,9,7,2,8
43,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,574,7510,1,No,17,3,1,10,3,10,9,0,9
38,No,Travel_Frequently,Human Resources,1,4,Other,4,Male,3,1,Human Resources,2,Married,1444,2991,0,Yes,11,3,1,7,3,6,2,1,2
55,No,Travel_Rarely,Human Resources,26,4,Human Resources,3,Male,4,5,Manager,2,Married,189,19636,4,Yes,18,3,1,35,3,10,9,1,4
31,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,1,1,Laboratory Technician,4,Divorced,1276,1129,1,Yes,11,3,3,1,3,1,0,0,0
39,No,Travel_Rarely,Sales,15,4,Marketing,2,Male,3,4,Sales Executive,1,Single,119,13341,0,No,12,3,0,21,3,20,8,11,10
42,No,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,2,2,Research Scientist,3,Single,335,4332,1,No,12,3,0,20,3,20,9,3,7
31,No,Non-Travel,Research & Development,10,3,Medical,3,Female,3,3,Research Director,3,Married,697,11031,4,No,20,4,1,13,4,11,7,4,8
54,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,2,Manufacturing Director,1,Single,157,4440,6,Yes,19,3,0,9,3,5,2,1,4
24,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,2,Healthcare Representative,3,Single,771,4617,1,No,12,3,0,4,2,4,3,1,2
23,No,Travel_Rarely,Research & Development,12,2,Other,4,Male,3,1,Laboratory Technician,4,Single,571,2647,1,No,13,3,0,5,4,5,2,1,4
40,No,Travel_Frequently,Research & Development,11,3,Technical Degree,4,Female,3,2,Laboratory Technician,3,Married,692,6323,1,No,11,3,1,10,4,10,9,9,4
40,No,Travel_Rarely,Sales,2,2,Marketing,2,Female,3,2,Sales Executive,2,Married,444,5677,3,No,14,3,1,15,3,11,8,5,10
25,No,Travel_Rarely,Human Resources,2,3,Human Resources,3,Female,3,1,Human Resources,2,Married,309,2187,4,No,14,3,0,6,3,2,0,1,2
30,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Married,911,3748,1,No,13,3,0,12,2,12,8,1,7
25,No,Travel_Rarely,Research & Development,2,1,Other,4,Male,3,1,Laboratory Technician,3,Divorced,977,3977,6,Yes,19,3,1,7,2,2,2,0,2
47,No,Travel_Rarely,Research & Development,25,3,Medical,1,Male,3,3,Healthcare Representative,3,Single,1180,8633,2,No,23,4,0,25,3,17,14,12,11
33,No,Non-Travel,Research & Development,1,2,Medical,2,Male,2,1,Laboratory Technician,3,Divorced,1313,2008,1,No,12,3,3,1,2,1,1,0,0
38,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,3,2,Sales Executive,2,Married,1321,4440,0,No,15,3,2,16,3,15,13,5,8
31,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,3,1,Sales Representative,3,Married,1154,3067,0,No,19,3,1,3,3,2,2,1,2
38,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,2,2,Manufacturing Director,3,Married,508,5321,2,No,11,3,1,10,3,8,3,7,7
42,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,3,2,Research Scientist,1,Divorced,557,5410,6,Yes,17,3,1,9,2,4,3,1,2
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,3,1,Research Scientist,4,Married,642,2782,3,No,22,4,1,12,3,5,3,1,0
47,No,Non-Travel,Research & Development,1,1,Medical,3,Female,3,3,Research Director,2,Married,1162,11957,0,No,18,3,2,14,1,13,8,5,12
35,No,Travel_Rarely,Research & Development,11,4,Medical,4,Male,3,1,Laboratory Technician,3,Married,1490,2660,7,Yes,11,3,1,5,3,2,2,2,2
22,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Single,581,3375,0,No,12,3,0,4,4,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,4,Medical,2,Male,3,2,Research Scientist,3,Single,1395,5098,1,No,19,3,0,10,3,10,7,0,8
33,No,Travel_Rarely,Research & Development,15,2,Medical,2,Female,3,2,Healthcare Representative,4,Married,501,4878,0,Yes,13,3,1,10,3,9,7,8,1
32,No,Travel_Rarely,Research & Development,29,4,Life Sciences,3,Female,2,1,Laboratory Technician,2,Single,267,2837,1,No,13,3,0,6,3,6,2,4,1
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,543,2406,8,No,19,3,2,8,2,1,0,0,0
32,No,Travel_Rarely,Sales,1,4,Medical,2,Male,2,1,Sales Representative,2,Married,234,2269,0,No,14,3,1,3,3,2,2,2,2
39,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,3,2,Research Scientist,4,Single,116,4108,7,No,13,3,0,18,3,7,7,1,7
38,No,Travel_Rarely,Research & Development,10,3,Medical,2,Female,1,3,Research Director,3,Married,201,13206,3,No,12,3,1,20,3,18,16,1,11
32,No,Travel_Rarely,Sales,1,4,Marketing,3,Female,3,3,Sales Executive,4,Married,801,10422,1,No,19,3,2,14,3,14,10,5,7
37,No,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,4,3,Research Director,4,Married,161,13744,1,Yes,25,4,1,16,3,16,11,6,8
25,No,Travel_Rarely,Sales,8,2,Other,1,Female,3,2,Sales Executive,3,Divorced,1382,4907,0,Yes,22,4,1,6,2,5,3,0,4
52,No,Non-Travel,Sales,29,4,Life Sciences,1,Male,3,1,Sales Representative,4,Divorced,585,3482,2,No,15,3,2,16,2,9,8,0,0
44,No,Travel_Rarely,Research & Development,1,3,Medical,2,Male,3,1,Research Scientist,4,Single,1037,2436,6,Yes,12,3,0,6,3,4,3,1,2
21,No,Travel_Rarely,Sales,5,1,Medical,3,Male,3,1,Sales Representative,1,Single,501,2380,1,Yes,11,3,0,2,3,2,2,1,2
39,No,Non-Travel,Research & Development,9,3,Life Sciences,4,Male,3,5,Manager,4,Single,105,19431,2,No,13,3,0,21,2,6,0,1,3
23,Yes,Travel_Frequently,Sales,9,3,Marketing,4,Male,3,1,Sales Representative,1,Married,638,1790,1,No,19,3,1,1,2,1,0,1,0
36,No,Travel_Rarely,Sales,3,3,Medical,1,Female,2,3,Sales Executive,4,Married,557,7644,0,No,19,3,2,10,3,9,7,3,4
36,No,Travel_Frequently,Research & Development,4,2,Life Sciences,4,Female,3,2,Manufacturing Director,2,Divorced,688,5131,7,No,13,3,3,18,3,4,2,0,2
56,No,Non-Travel,Research & Development,1,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,Divorced,667,6306,1,No,21,4,1,13,2,13,12,1,9
29,Yes,Travel_Rarely,Research & Development,1,4,Medical,1,Male,3,1,Research Scientist,4,Married,1092,4787,9,Yes,14,3,3,4,4,2,2,2,2
